21081,65
81901,63
98948,51
25362,51
58352,51
62876,51
95840,51
76320,49
83813,47
67462,45
68240,44
90946,43
36934,42
75060,41
43791,41
69560,41
55826,41
66852,40
18795,39
77034,37
47931,37
17539,36
28965,36
98494,35
25789,35
36187,35
55469,35
90943,34
69862,34
96351,33
16500,32
98565,32
29779,32
12404,31
78631,31
81349,31
56824,30
78624,29
80587,29
49074,29
90865,28
10767,28
90154,27
34912,27
84752,27
57708,26
33919,26
15012,26
83122,24
13656,24
80651,24
88886,24
94402,23
90199,22
94727,22
14341,22
75199,21
53859,21
29474,21
78918,21
71295,21
40412,21
67755,20
86266,20
71792,20
47786,20
82077,19
90609,19
43566,19
92938,19
43800,19
86849,19
96675,19
89602,19
25017,18
58239,18
59119,18
31576,18
88992,18
50501,17
67098,17
91907,17
43931,17
93639,17
13554,17
55692,17
32877,16
34457,16
20254,16
63457,16
32068,16
32192,16
32331,16
67066,15
84419,15
92935,15
93169,15
44737,15
61337,15
45556,15
79408,15
87906,15
89833,15
32658,15
92195,14
43112,14
27972,14
38461,14
38929,14
89010,14
16662,13
42421,13
51437,13
11902,13
69303,13
78078,13
38302,13
79719,13
39109,13
55864,13
80749,13
31888,13
81947,12
98812,12
27871,12
19853,12
93806,12
20339,12
94222,12
37165,12
30999,12
31163,12
96734,12
80745,12
39955,12
24031,12
33551,11
50371,11
59038,11
51017,11
75693,11
43041,11
10285,11
10379,11
18971,11
10855,11
52702,11
93670,11
46315,11
95630,11
14095,11
31443,11
39766,11
23816,11
73173,11
56915,11
66812,10
66958,10
34348,10
18016,10
42600,10
51824,10
19096,10
44360,10
36443,10
61161,10
20295,10
45333,10
62334,10
46221,10
79919,10
14780,10
72891,10
32458,10
89851,10
73875,9
82169,9
65829,9
42189,9
26798,9
35142,9
18767,9
35248,9
59839,9
35907,9
27724,9
44119,9
93697,9
60955,9
20188,9
52995,9
53277,9
20777,9
94692,9
21316,9
54177,9
79404,9
30257,9
96000,9
89028,9
39942,9
89685,9
81904,9
24758,8
49375,8
90425,8
82855,8
99523,8
83200,8
75025,8
59205,8
26699,8
59560,8
92456,8
76447,8
43868,8
19340,8
35850,8
35941,8
12016,8
61181,8
12174,8
28863,8
94525,8
37345,8
70220,8
13737,8
95810,8
54998,8
87919,8
71556,8
14231,8
71662,8
22609,8
31123,8
14992,8
31777,8
23641,8
72931,8
48441,8
89427,8
15745,8
16054,8
81607,8
32571,8
90141,7
57698,7
90512,7
90557,7
33288,7
98915,7
90843,7
82848,7
82894,7
74983,7
74991,7
99660,7
26007,7
50689,7
67388,7
59403,7
92342,7
35029,7
18672,7
51712,7
35488,7
35555,7
27428,7
27452,7
19311,7
84899,7
93413,7
11825,7
69457,7
85979,7
61623,7
53800,7
53911,7
37769,7
37787,7
95383,7
38112,7
63059,7
54922,7
13985,7
79776,7
22683,7
39099,7
71872,7
55519,7
14770,7
15035,7
56078,7
80772,7
72748,7
23875,7
40300,7
73386,7
57401,6
82051,6
49344,6
57633,6
65842,6
65861,6
33445,6
74413,6
17119,6
90958,6
99228,6
75015,6
42247,6
66922,6
26157,6
83623,6
91900,6
10170,6
43090,6
10382,6
67785,6
43355,6
59929,6
19133,6
35900,6
52475,6
52562,6
85500,6
61431,6
36889,6
69703,6
28792,6
37156,6
53643,6
78286,6
21063,6
45659,6
21133,6
21578,6
78924,6
70878,6
13672,6
63004,6
95898,6
63132,6
38584,6
46806,6
30513,6
96426,6
30995,6
39269,6
96690,6
55838,6
96807,6
47679,6
64218,6
88901,6
64421,6
31765,6
31939,6
72922,6
48560,6
24344,6
